"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.382949843E2,1.932217261E1,-9.917873537E1,2.295295266E3,2.287438477E3,9.039999962E0,9.900000000E1,6.773125045E-1,3.790092468E0,2.500000000E0,2.200000000E1
1.392949843E2,1.932215847E1,-9.917864911E1,2.295780234E3,2.287923584E3,8.470000267E0,1.005999985E2,6.856459578E-1,3.790092468E0,2.500000000E0,2.100000000E1
1.402949843E2,1.932214457E1,-9.917857107E1,2.295352865E3,2.287496338E3,7.920000076E0,1.000000000E2,6.920733455E-1,3.790092468E0,2.500000000E0,2.100000000E1
1.412949843E2,1.932213820E1,-9.917851019E1,2.295710181E3,2.287853760E3,6.389999866E0,9.900000000E1,6.977125332E-1,3.790092468E0,2.500000000E0,2.100000000E1
1.422949843E2,1.932212817E1,-9.917845751E1,2.294756242E3,2.286899902E3,4.780000210E0,9.919999695E1,7.017782599E-1,3.790092468E0,2.500000000E0,2.000000000E1
1.432949843E2,1.932212603E1,-9.917841883E1,2.294652655E3,2.286796387E3,3.440000057E0,1.014000015E2,7.051556259E-1,3.790092468E0,2.500000000E0,2.000000000E1
1.442949843E2,1.932212304E1,-9.917838680E1,2.293936778E3,2.286080566E3,2.710000038E0,9.840000153E1,7.083195067E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.452949843E2,1.932211992E1,-9.917835683E1,2.294069294E3,2.286213135E3,2.940000057E0,1.000000000E2,7.117340786E-1,3.790092468E0,2.500000000E0,2.100000000E1
1.462949843E2,1.932211687E1,-9.917832445E1,2.294464500E3,2.286608398E3,3.650000095E0,9.730000305E1,7.161652539E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.472949843E2,1.932210970E1,-9.917828291E1,2.294385821E3,2.286529785E3,4.760000229E0,9.530000305E1,7.213913673E-1,3.790092468E0,2.500000000E0,2.000000000E1
1.482949843E2,1.932211036E1,-9.917823311E1,2.293595926E3,2.285739990E3,6.300000191E0,9.419999695E1,7.278656834E-1,3.790092468E0,2.500000000E0,1.700000000E1
1.492949843E2,1.932211054E1,-9.917817141E1,2.293011330E3,2.285155518E3,7.329999924E0,9.369999695E1,7.355007275E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.502949843E2,1.932210596E1,-9.917809881E1,2.293188443E3,2.285332764E3,7.739999771E0,9.330000305E1,7.438947781E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.512949843E2,1.932211035E1,-9.917801895E1,2.291819379E3,2.283963867E3,9.079999924E0,8.630000305E1,7.528276019E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.522949843E2,1.932211963E1,-9.917793439E1,2.290995948E3,2.283140625E3,9.069999695E0,8.269999695E1,7.625746471E-1,3.790092468E0,2.500000000E0,2.100000000E1
1.532949843E2,1.932213516E1,-9.917784297E1,2.289884648E3,2.282029541E3,1.003999996E1,8.059999847E1,7.723792485E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.542949843E2,1.932214958E1,-9.917775079E1,2.289045565E3,2.281190674E3,1.022999954E1,7.659999847E1,7.826570524E-1,3.790092468E0,2.500000000E0,2.100000000E1
1.552949843E2,1.932217286E1,-9.917765600E1,2.288738929E3,2.280884277E3,1.043999958E1,7.559999847E1,7.930780667E-1,3.790092468E0,2.500000000E0,2.000000000E1
1.562949843E2,1.932220240E1,-9.917756175E1,2.287703519E3,2.279849121E3,1.056000042E1,7.269999695E1,8.033419673E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.572949843E2,1.932222991E1,-9.917746838E1,2.287580225E3,2.279726074E3,1.022000027E1,7.019999695E1,8.139377618E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.582949843E2,1.932226296E1,-9.917737367E1,2.287521857E3,2.279667969E3,1.032999992E1,6.730000305E1,8.241207042E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.592949843E2,1.932229940E1,-9.917728464E1,2.288294303E3,2.280440674E3,9.840000153E0,6.430000305E1,8.328426303E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.602949843E2,1.932233345E1,-9.917720976E1,2.286698863E3,2.278845459E3,9.609999657E0,6.619999695E1,8.424716825E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.612949843E2,1.932236585E1,-9.917712466E1,2.285981092E3,2.278127930E3,9.460000038E0,7.250000000E1,8.519968190E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.622949843E2,1.932238962E1,-9.917703745E1,2.286413727E3,2.278560791E3,9.560000420E0,7.759999847E1,8.617789756E-1,3.790092468E0,2.500000000E0,2.000000000E1
1.632949843E2,1.932240224E1,-9.917694519E1,2.286291201E3,2.278438477E3,9.640000343E0,8.459999847E1,8.707044736E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.642949843E2,1.932240010E1,-9.917686016E1,2.286088889E3,2.278236328E3,8.770000458E0,9.959999847E1,8.798004140E-1,3.790092468E0,2.500000000E0,2.100000000E1
1.652949843E2,1.932238181E1,-9.917677567E1,2.286298724E3,2.278446289E3,8.609999657E0,1.131999969E2,8.888776481E-1,3.790092468E0,2.500000000E0,1.800000000E1
1.662949843E2,1.932234352E1,-9.917669927E1,2.285763503E3,2.277911133E3,8.779999733E0,1.230999985E2,8.979751594E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.672949843E2,1.932229164E1,-9.917663223E1,2.285734679E3,2.277882324E3,8.859999657E0,1.333000031E2,9.062965332E-1,3.790092468E0,2.500000000E0,2.000000000E1
1.682949843E2,1.932223312E1,-9.917658280E1,2.285799167E3,2.277946777E3,9.029999733E0,1.388000031E2,9.150596704E-1,3.790092468E0,2.500000000E0,1.500000000E1
1.692949843E2,1.932216479E1,-9.917654119E1,2.285544845E3,2.277692383E3,8.720000267E0,1.501000061E2,9.236115753E-1,3.790092468E0,2.500000000E0,2.000000000E1
1.702949843E2,1.932209314E1,-9.917651157E1,2.285823268E3,2.277970703E3,8.640000343E0,1.658000031E2,9.325643892E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.712949843E2,1.932201349E1,-9.917649910E1,2.286251647E3,2.278398926E3,9.069999695E0,1.721000061E2,9.412852304E-1,3.790092468E0,2.500000000E0,1.700000000E1
1.722949843E2,1.932193533E1,-9.917650597E1,2.286215704E3,2.278362793E3,9.069999695E0,1.856000061E2,9.506724340E-1,3.790092468E0,2.500000000E0,1.800000000E1
1.732949843E2,1.932185094E1,-9.917650840E1,2.286386554E3,2.278533447E3,9.529999733E0,1.886999969E2,9.605788835E-1,3.790092468E0,2.500000000E0,1.700000000E1
1.742949843E2,1.932176223E1,-9.917651712E1,2.286971245E3,2.279117920E3,9.659999847E0,1.863999939E2,9.702516145E-1,3.790092468E0,2.500000000E0,1.600000000E1
1.752949843E2,1.932167573E1,-9.917652688E1,2.286814966E3,2.278961426E3,9.979999542E0,1.853000031E2,9.800858072E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.762949843E2,1.932158729E1,-9.917652733E1,2.286501202E3,2.278647461E3,9.810000420E0,1.831000061E2,9.891567451E-1,3.790092468E0,2.500000000E0,1.600000000E1
1.772949843E2,1.932150574E1,-9.917652955E1,2.287054125E3,2.279200195E3,1.026000023E1,1.780000000E2,9.995753843E-1,3.790092468E0,2.500000000E0,1.700000000E1
1.782949843E2,1.932141205E1,-9.917652833E1,2.287519178E3,2.279665039E3,1.043999958E1,1.776999969E2,1.009411117E0,3.790092468E0,2.603330851E0,2.000000000E1
1.792949843E2,1.932132369E1,-9.917652399E1,2.288024252E3,2.280169922E3,9.630000114E0,1.771000061E2,1.019263079E0,3.790092468E0,2.500000000E0,1.800000000E1
1.802949843E2,1.932123551E1,-9.917651485E1,2.288473897E3,2.280619385E3,9.109999657E0,1.771000061E2,1.028885622E0,3.790092468E0,2.500000000E0,1.900000000E1
1.812949843E2,1.932114947E1,-9.917650503E1,2.288912060E3,2.281057373E3,8.329999924E0,1.745000000E2,1.037216425E0,3.790092468E0,2.500000000E0,1.900000000E1
1.822949843E2,1.932107566E1,-9.917649141E1,2.289285735E3,2.281430908E3,8.189999580E0,1.671000061E2,1.044973709E0,3.790092468E0,2.500000000E0,2.000000000E1
1.832949843E2,1.932100883E1,-9.917647020E1,2.290083696E3,2.282228760E3,7.179999828E0,1.681999969E2,1.051836156E0,3.790092468E0,2.500000000E0,2.000000000E1
1.842949843E2,1.932095002E1,-9.917645037E1,2.290267872E3,2.282412842E3,6.190000057E0,1.656000061E2,1.057462447E0,3.790092468E0,2.500000000E0,1.900000000E1
1.852949843E2,1.932090139E1,-9.917643556E1,2.290640999E3,2.282785889E3,5.389999866E0,1.668999939E2,1.062016713E0,3.790092468E0,2.500000000E0,2.100000000E1
1.862949843E2,1.932086100E1,-9.917642836E1,2.290727746E3,2.282872559E3,4.460000038E0,1.671999969E2,1.066010685E0,3.790092468E0,2.500000000E0,1.800000000E1
1.872949843E2,1.932082575E1,-9.917642105E1,2.291688505E3,2.283833252E3,3.859999895E0,1.643000031E2,1.069978074E0,3.790092468E0,2.500000000E0,1.900000000E1
1.882949843E2,1.932079063E1,-9.917642772E1,2.290304076E3,2.282448730E3,3.230000019E0,1.658999939E2,1.072693265E0,3.790092468E0,2.539190292E0,1.600000000E1
1.892949843E2,1.932076678E1,-9.917642217E1,2.290667156E3,2.282811768E3,2.009999990E0,1.666999969E2,1.074322327E0,3.790092468E0,2.595621824E0,1.900000000E1
1.902949843E2,1.932075282E1,-9.917641746E1,2.290985049E3,2.283129639E3,8.799999952E-1,1.671000061E2,1.075347826E0,3.790092468E0,2.534196138E0,1.600000000E1
1.912949843E2,1.932075531E1,-9.917640805E1,2.291144205E3,2.283288818E3,0.000000000E0,NaN,1.075860544E0,3.790092468E0,2.780263901E0,1.900000000E1
1.922949843E2,1.932075321E1,-9.917641240E1,2.291180351E3,2.283324951E3,0.000000000E0,NaN,1.589643926E0,3.790092468E0,2.913248777E0,1.900000000E1
1.928634984E2,1.932335500E1,-9.918045870E1,2.287757673E3,2.279900146E3,NaN,NaN,2.103973157E0,1.000000000E2,8.239685059E1,-1.000000000E0
1.938638587E2,1.932074654E1,-9.917641086E1,2.291054875E3,2.283199463E3,0.000000000E0,NaN,2.103976493E0,8.917512894E0,1.080949974E1,2.100000000E1
1.939172168E2,1.932074651E1,-9.917641086E1,2.291054387E3,2.283198975E3,0.000000000E0,NaN,2.114785886E0,8.917512894E0,1.080949974E1,2.100000000E1
1.949323637E2,1.932065024E1,-9.917639656E1,2.292674693E3,2.284819092E3,2.769999981E0,1.631000061E2,2.115897307E0,4.562311172E0,6.204806328E0,1.000000000E1
1.959238895E2,1.932064057E1,-9.917639388E1,2.293535550E3,2.285679932E3,3.549999952E0,1.646000061E2,2.118462060E0,3.790092468E0,4.534340382E0,1.900000000E1
1.969254940E2,1.932062071E1,-9.917638145E1,2.293200121E3,2.285344482E3,3.519999981E0,1.638000031E2,2.121224285E0,3.790092468E0,4.071631432E0,2.000000000E1
1.979306036E2,1.932059611E1,-9.917637779E1,2.293583470E3,2.285727783E3,2.339999914E0,1.643000031E2,2.122910250E0,3.790092468E0,3.506001234E0,2.000000000E1
1.989240534E2,1.932058213E1,-9.917637157E1,2.293670647E3,2.285814941E3,1.240000010E0,1.673999939E2,2.124293262E0,3.790092468E0,3.429524183E0,2.000000000E1
1.999240534E2,1.932057045E1,-9.917637610E1,2.294563749E3,2.286708008E3,9.800000191E-1,1.648000031E2,2.126086944E0,3.790092468E0,3.425576687E0,2.000000000E1
2.009240534E2,1.932055732E1,-9.917636617E1,2.294870888E3,2.287015137E3,1.610000014E0,1.593999939E2,2.128156516E0,3.790092468E0,2.841365576E0,2.100000000E1
2.019240534E2,1.932053987E1,-9.917635931E1,2.294430728E3,2.286574951E3,2.329999924E0,1.626999969E2,2.132212042E0,3.790092468E0,2.644585133E0,2.000000000E1
2.029240534E2,1.932050541E1,-9.917634665E1,2.295222773E3,2.287366943E3,3.980000019E0,1.648000031E2,2.136920714E0,3.790092468E0,2.500000000E0,2.000000000E1
2.039240534E2,1.932046519E1,-9.917633261E1,2.295309751E3,2.287453857E3,5.469999790E0,1.630000000E2,2.142732489E0,3.790092468E0,2.500000000E0,2.000000000E1
2.049240534E2,1.932041398E1,-9.917632153E1,2.295010284E3,2.287154297E3,5.980000019E0,1.630000000E2,2.148473158E0,3.790092468E0,2.635067701E0,1.800000000E1
2.059240534E2,1.932036446E1,-9.917630606E1,2.295528432E3,2.287672363E3,5.650000095E0,1.655000000E2,2.155093005E0,3.790092468E0,2.508426189E0,2.000000000E1
2.069240534E2,1.932030848E1,-9.917628459E1,2.295862989E3,2.288006836E3,7.280000210E0,1.598999939E2,2.161993043E0,3.790092468E0,2.500000000E0,2.000000000E1
2.079240534E2,1.932024868E1,-9.917626703E1,2.295895804E3,2.288039551E3,7.050000191E0,1.646999969E2,2.168945104E0,3.790092468E0,2.602675200E0,1.900000000E1
2.089240534E2,1.932018861E1,-9.917624866E1,2.295813628E3,2.287957275E3,7.769999981E0,1.651000061E2,2.177028671E0,3.790092468E0,2.802760124E0,1.900000000E1
2.099240534E2,1.932011832E1,-9.917622900E1,2.295418240E3,2.287561768E3,8.529999733E0,1.663999939E2,2.185544650E0,3.790092468E0,2.610389948E0,1.900000000E1
2.109240534E2,1.932004446E1,-9.917620754E1,2.295414459E3,2.287557861E3,9.000000000E0,1.663000031E2,2.194548869E0,3.790092468E0,2.504466057E0,1.900000000E1
2.119240534E2,1.931996474E1,-9.917619248E1,2.295353574E3,2.287496826E3,9.300000191E0,1.686000061E2,2.203909757E0,3.790092468E0,2.500000000E0,1.900000000E1
2.129240534E2,1.931988326E1,-9.917617005E1,2.296340042E3,2.288483154E3,9.539999962E0,1.686000061E2,2.213729315E0,3.790092468E0,2.500000000E0,2.000000000E1
2.139240534E2,1.931979642E1,-9.917615305E1,2.297777949E3,2.289920898E3,1.011999989E1,1.696000061E2,2.224217149E0,3.790092468E0,2.500000000E0,1.700000000E1
2.149240534E2,1.931970517E1,-9.917612776E1,2.298382109E3,2.290524902E3,1.018000031E1,1.691999969E2,2.234725749E0,3.790092468E0,2.500000000E0,1.800000000E1
2.159240534E2,1.931961231E1,-9.917610915E1,2.298657673E3,2.290800293E3,1.050000000E1,1.686999969E2,2.245227293E0,3.790092468E0,2.500000000E0,1.800000000E1
2.169240534E2,1.931951880E1,-9.917609512E1,2.298829487E3,2.290971924E3,1.072999954E1,1.685000000E2,2.255936756E0,3.790092468E0,2.500000000E0,1.800000000E1
2.179240534E2,1.931942377E1,-9.917607852E1,2.299673664E3,2.291815918E3,1.092000008E1,1.691000061E2,2.266943845E0,3.790092468E0,2.500000000E0,1.900000000E1
2.189240534E2,1.931932742E1,-9.917605446E1,2.299504400E3,2.291646484E3,1.107999992E1,1.676000061E2,2.278219678E0,3.790092468E0,2.500000000E0,2.200000000E1
2.199240534E2,1.931922736E1,-9.917603701E1,2.300480422E3,2.292622314E3,1.096000004E1,1.700000000E2,2.289604639E0,3.790092468E0,2.500000000E0,1.900000000E1
2.209240534E2,1.931912570E1,-9.917602410E1,2.301006994E3,2.293148682E3,1.077999973E1,1.691999969E2,2.300439195E0,3.790092468E0,2.500000000E0,2.000000000E1
2.219240534E2,1.931903050E1,-9.917600210E1,2.301404138E3,2.293545654E3,1.039000034E1,1.693999939E2,2.310904861E0,3.790092468E0,2.500000000E0,2.100000000E1
2.229240534E2,1.931893738E1,-9.917598760E1,2.301596459E3,2.293737793E3,1.022000027E1,1.700000000E2,2.320895983E0,3.790092468E0,2.500000000E0,1.800000000E1
2.239240534E2,1.931885075E1,-9.917596233E1,2.302335130E3,2.294476318E3,9.560000420E0,1.721000061E2,2.330693779E0,3.790092468E0,2.500000000E0,1.500000000E1
2.249240534E2,1.931876268E1,-9.917595939E1,2.302637569E3,2.294778564E3,9.600000381E0,1.768000031E2,2.340602697E0,3.790092468E0,2.500000000E0,1.800000000E1
2.259240534E2,1.931867357E1,-9.917595861E1,2.303087721E3,2.295228516E3,9.460000038E0,1.801999969E2,2.350104959E0,3.790092468E0,2.500000000E0,2.000000000E1
2.269240534E2,1.931858834E1,-9.917596519E1,2.303384801E3,2.295525391E3,9.520000458E0,1.845000000E2,2.359255798E0,3.790092468E0,2.500000000E0,1.900000000E1
2.279240534E2,1.931850700E1,-9.917597844E1,2.302910402E3,2.295050781E3,9.670000076E0,1.896999969E2,2.368953957E0,3.790092468E0,2.500000000E0,1.700000000E1
2.289240534E2,1.931842105E1,-9.917599414E1,2.303147688E3,2.295287842E3,9.439999580E0,1.913999939E2,2.377277220E0,3.790092468E0,2.500000000E0,1.400000000E1
2.299240534E2,1.931834959E1,-9.917601775E1,2.302937692E3,2.295077637E3,8.960000038E0,1.931000061E2,2.384705026E0,3.790092468E0,2.500000000E0,2.000000000E1
2.309240534E2,1.931828604E1,-9.917603956E1,2.303133924E3,2.295273682E3,7.909999847E0,1.993999939E2,2.391384187E0,3.790092468E0,2.500000000E0,1.600000000E1
2.319240534E2,1.931822930E1,-9.917606045E1,2.302597716E3,2.294737305E3,6.619999886E0,1.931000061E2,2.396936251E0,3.790092468E0,2.500000000E0,1.600000000E1
2.329240534E2,1.931818010E1,-9.917606947E1,2.302371527E3,2.294510986E3,5.849999905E0,1.973000031E2,2.402494873E0,3.790092468E0,2.500000000E0,1.700000000E1
2.339240534E2,1.931813381E1,-9.917608947E1,2.301886320E3,2.294025635E3,4.559999943E0,2.048999939E2,2.406108580E0,3.790092468E0,2.500000000E0,1.800000000E1
2.349240534E2,1.931810806E1,-9.917611048E1,2.302523627E3,2.294662842E3,3.119999886E0,2.106000061E2,2.410042730E0,3.790092468E0,2.500000000E0,1.600000000E1
2.359240534E2,1.931808009E1,-9.917613344E1,2.302796441E3,2.294935547E3,2.549999952E0,2.071000061E2,2.413406945E0,3.790092468E0,2.500000000E0,2.000000000E1
2.369240534E2,1.931805284E1,-9.917614737E1,2.302702780E3,2.294841797E3,3.269999981E0,2.051999969E2,2.417543040E0,3.790092468E0,2.500000000E0,1.800000000E1
2.379240534E2,1.931802025E1,-9.917616637E1,2.302930186E3,2.295069092E3,4.699999809E0,2.108000031E2,2.422805304E0,3.790092468E0,2.500000000E0,1.600000000E1
2.389240534E2,1.931798031E1,-9.917619327E1,2.303530672E3,2.295669434E3,5.739999771E0,2.100000000E2,2.428776062E0,3.790092468E0,2.500000000E0,1.400000000E1
2.399240534E2,1.931793466E1,-9.917622323E1,2.303637524E3,2.295776123E3,6.570000172E0,2.145000000E2,2.435779055E0,3.790092468E0,2.500000000E0,1.800000000E1
2.409240534E2,1.931788451E1,-9.917626360E1,2.303466574E3,2.295604980E3,7.289999962E0,2.195000000E2,2.443279598E0,3.790092468E0,2.500000000E0,1.700000000E1
2.419240534E2,1.931783100E1,-9.917630712E1,2.303691635E3,2.295829834E3,7.889999866E0,2.173999939E2,2.451765932E0,3.790092468E0,2.500000000E0,1.800000000E1
2.429240534E2,1.931777685E1,-9.917636411E1,2.304070533E3,2.296208496E3,8.529999733E0,2.243000031E2,2.460562269E0,3.790092468E0,2.500000000E0,1.900000000E1
2.439240534E2,1.931771818E1,-9.917642034E1,2.304461890E3,2.296599609E3,8.899999619E0,2.263999939E2,2.469939811E0,3.790092468E0,2.500000000E0,1.600000000E1
2.449240534E2,1.931765294E1,-9.917647697E1,2.304918693E3,2.297056152E3,9.210000038E0,2.296999969E2,2.478460455E0,3.790092468E0,2.501386404E0,1.600000000E1
2.459240534E2,1.931760135E1,-9.917653701E1,2.304314680E3,2.296451904E3,9.489999771E0,2.318999939E2,2.487777489E0,3.790092468E0,2.735944748E0,1.600000000E1
2.469240534E2,1.931754244E1,-9.917660015E1,2.303310544E3,2.295447510E3,9.130000114E0,2.301000061E2,2.497477631E0,3.813291550E0,2.959522247E0,1.400000000E1
2.479240534E2,1.931749883E1,-9.917668021E1,2.303811778E3,2.295948486E3,9.789999962E0,2.376999969E2,2.507506740E0,3.790092468E0,3.004115105E0,1.800000000E1
2.489240534E2,1.931745456E1,-9.917676348E1,2.304637483E3,2.296773926E3,1.002999973E1,2.401000061E2,2.517679207E0,3.790092468E0,3.108892679E0,1.800000000E1
2.499240534E2,1.931741276E1,-9.917684971E1,2.305350883E3,2.297487061E3,1.027999973E1,2.411000061E2,2.527683133E0,3.790092468E0,3.118428469E0,1.700000000E1
2.509240534E2,1.931736627E1,-9.917693133E1,2.306073562E3,2.298209473E3,1.031000042E1,2.411999969E2,2.538363666E0,3.790092468E0,3.020104885E0,2.000000000E1
2.519240534E2,1.931731965E1,-9.917702032E1,2.305841666E3,2.297977295E3,1.019999981E1,2.421999969E2,2.548075060E0,3.790092468E0,3.079470873E0,1.900000000E1
2.529240534E2,1.931728013E1,-9.917710285E1,2.307092651E3,2.299228027E3,1.003999996E1,2.441000061E2,2.558539577E0,3.790092468E0,3.112034082E0,1.700000000E1
2.539240534E2,1.931724395E1,-9.917719491E1,2.307766255E3,2.299901367E3,1.023999977E1,2.493999939E2,2.568392641E0,3.790092468E0,2.864498138E0,1.700000000E1
2.549240534E2,1.931721371E1,-9.917728317E1,2.307830219E3,2.299965088E3,9.960000038E0,2.491000061E2,2.578405964E0,3.790092468E0,2.634024143E0,1.700000000E1
2.559240534E2,1.931718333E1,-9.917737300E1,2.309085837E3,2.301220459E3,1.060000038E1,2.498999939E2,2.588279237E0,3.790092468E0,2.712942362E0,1.700000000E1
2.569240534E2,1.931715363E1,-9.917746167E1,2.309417867E3,2.301552246E3,9.930000305E0,2.503999939E2,2.598936266E0,3.790092468E0,2.671654940E0,1.700000000E1
2.579240534E2,1.931712671E1,-9.917755914E1,2.310206207E3,2.302340332E3,1.050000000E1,2.528000031E2,2.609822063E0,3.790092468E0,2.769982815E0,1.800000000E1
2.589240534E2,1.931709898E1,-9.917765863E1,2.311152756E3,2.303286621E3,1.010999966E1,2.551000061E2,2.620267664E0,3.790092468E0,2.822035313E0,1.900000000E1
2.599240534E2,1.931707346E1,-9.917775443E1,2.311979419E3,2.304113037E3,1.019999981E1,2.563999939E2,2.630659700E0,3.790092468E0,2.705877781E0,2.000000000E1
2.609240534E2,1.931705812E1,-9.917785212E1,2.312915927E3,2.305049316E3,1.038000011E1,2.588999939E2,2.640805407E0,3.790092468E0,2.664252758E0,1.600000000E1
2.619240534E2,1.931703936E1,-9.917794674E1,2.313004536E3,2.305137695E3,1.017000008E1,2.596000061E2,2.651901120E0,3.790092468E0,2.561131001E0,1.700000000E1
2.629240534E2,1.931702727E1,-9.917805170E1,2.313878550E3,2.306011475E3,1.050000000E1,2.613999939E2,2.663074954E0,3.790092468E0,2.568413734E0,1.800000000E1
2.639240534E2,1.931701428E1,-9.917815729E1,2.314613896E3,2.306746582E3,1.064000034E1,2.635000000E2,2.675234320E0,3.790092468E0,2.504575729E0,1.800000000E1
2.649240534E2,1.931700492E1,-9.917827274E1,2.314663707E3,2.306796143E3,1.090999985E1,2.652999878E2,2.687222658E0,3.790092468E0,2.618990421E0,1.900000000E1
2.659240534E2,1.931699238E1,-9.917838621E1,2.314189839E3,2.306322021E3,1.122000027E1,2.656000061E2,2.697625165E0,3.790092468E0,2.612519264E0,2.100000000E1
2.669240534E2,1.931699037E1,-9.917848532E1,2.314352882E3,2.306484863E3,1.114000034E1,2.687000122E2,2.708954858E0,3.790092468E0,2.500000000E0,1.900000000E1
2.679240534E2,1.931699343E1,-9.917859324E1,2.315185120E3,2.307316895E3,1.157999992E1,2.705000000E2,2.719958482E0,3.790092468E0,2.500000000E0,2.000000000E1
2.689240534E2,1.931699585E1,-9.917869807E1,2.314896260E3,2.307027832E3,1.148999977E1,2.697000122E2,2.732011075E0,3.790092468E0,2.730412960E0,2.000000000E1
2.699240534E2,1.931700593E1,-9.917881243E1,2.316156473E3,2.308287842E3,1.209000015E1,2.743999939E2,2.744217761E0,3.790092468E0,2.631518841E0,2.000000000E1
2.709240534E2,1.931701616E1,-9.917892825E1,2.317010928E3,2.309142090E3,1.210000038E1,2.742999878E2,2.755730254E0,3.790092468E0,2.509397268E0,2.100000000E1
2.719240534E2,1.931702742E1,-9.917903731E1,2.317895151E3,2.310026123E3,1.160000038E1,2.752000122E2,2.767540203E0,3.790092468E0,2.500000000E0,2.200000000E1
2.729240534E2,1.931703471E1,-9.917914959E1,2.318430514E3,2.310561279E3,1.178999996E1,2.733999939E2,2.779463345E0,3.790092468E0,2.500000000E0,2.000000000E1
2.739240534E2,1.931704129E1,-9.917926300E1,2.318545225E3,2.310675781E3,1.135999966E1,2.763999939E2,2.791440983E0,3.790092468E0,2.500000000E0,2.300000000E1
2.749240534E2,1.931705226E1,-9.917937655E1,2.318969498E3,2.311099854E3,1.127000046E1,2.752999878E2,2.802950650E0,3.790092468E0,2.500000000E0,2.100000000E1
2.759240534E2,1.931706246E1,-9.917948570E1,2.319779017E3,2.311909180E3,1.078999996E1,2.738999939E2,2.813084603E0,3.790092468E0,2.500000000E0,2.300000000E1
2.769240534E2,1.931707157E1,-9.917958179E1,2.319884167E3,2.312014160E3,9.880000114E0,2.727000122E2,2.823098421E0,3.790092468E0,2.500000000E0,1.900000000E1
2.779240534E2,1.931707587E1,-9.917967711E1,2.319794503E3,2.311924316E3,9.779999733E0,2.731000061E2,2.831493072E0,3.790092468E0,2.500000000E0,2.000000000E1
